Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Fit
94.9,97.04,14516,4.85,0,0
80.63,100.0,13900,5.25,0,0
93.89,99.43,9495,4.68,2,1
61.03,94.61,11759,7.02,1,0
76.7,97.43,5433,5.12,0,0
66.62,97.7,7923,6.01,2,1
54.13,100.0,1730,6.96,0,0
71.16,100.0,2841,7.16,1,0
75.21,100.0,1480,5.36,1,0
104.26,100.0,15779,7.66,1,1
84.7,99.96,19615,8.46,2,0
66.16,95.65,1123,6.69,0,1
80.22,99.94,2977,6.44,1,0
72.53,95.53,9192,5.1,2,1
64.68,95.41,8773,5.13,2,1
74.93,99.77,5875,5.41,1,1
71.88,98.22,6214,6.88,1,1
46.86,100.0,2934,5.74,1,0
59.87,97.56,7748,7.08,2,1
70.61,100.0,10664,5.79,1,1
60.34,100.0,20588,5.65,2,0
75.21,100.0,6184,5.96,1,1
74.98,97.38,15823,7.29,2,1
57.98,97.96,4977,6.57,2,1
73.82,98.01,4633,5.54,1,0
89.78,98.03,9158,5.78,2,0
57.99,94.56,1734,8.06,1,0
79.45,99.4,13239,7.8,1,1
67.93,96.86,17048,7.15,2,1
73.41,96.74,11789,8.53,2,1
79.28,99.83,16435,7.83,0,0
95.25,97.26,5226,5.99,1,0
76.48,100.0,1169,5.17,1,1
84.96,100.0,6554,7.66,1,1
75.21,99.71,3057,7.67,0,0
74.44,98.06,2977,6.34,0,0
74.71,99.49,8318,4.46,1,1
105.75,96.06,2114,7.06,0,0
68.31,98.91,3408,8.23,0,1
81.81,97.65,2573,4.53,1,0
93.71,96.93,6678,7.29,0,1
58.38,98.95,1174,8.47,2,1
69.4,96.3,8925,8.56,1,0
51.42,97.52,18125,3.69,1,0
76.57,98.95,12659,8.13,0,1
80.77,98.21,16628,6.03,0,1
84.65,97.66,19360,5.86,2,0
98.61,97.4,3260,10.27,2,1
75.95,97.48,11118,6.83,0,1
57.71,100.0,4779,5.93,1,1
61.79,100.0,2200,7.7,1,1
63.57,94.67,9617,6.45,1,1
73.92,97.12,8536,6.64,1,0
95.61,100.0,2373,8.14,0,1
73.29,96.39,2556,6.03,2,0
57.58,98.93,14907,8.14,2,1
62.75,100.0,1019,6.29,0,0
64.06,98.01,10132,3.72,1,1
73.17,96.92,3416,8.78,0,0
81.08,94.8,15645,7.0,0,1
65.12,96.74,4063,8.08,1,0
86.86,98.97,3681,6.95,1,0
90.71,94.56,3933,6.56,1,0
71.05,98.01,12727,7.61,0,1
45.87,95.46,8542,9.22,1,0
75.21,100.0,1608,6.45,2,1
87.49,99.39,14966,9.23,2,1
68.67,95.45,3300,7.41,2,1
75.21,98.0,2897,2.93,0,1
73.61,97.53,8728,5.02,1,1
60.0,98.55,8972,7.77,0,1
100.3,99.76,7030,5.12,2,1
84.84,100.0,2801,4.47,1,1
75.21,97.32,6597,8.43,2,1
61.87,97.76,4219,5.96,0,0
48.81,97.03,2541,7.55,0,1
86.14,97.13,13801,6.9,0,1
68.15,98.48,2742,3.39,0,0
75.21,98.72,8211,6.13,1,0
77.74,99.55,7340,7.11,2,0
75.96,99.39,1152,6.98,1,0
67.75,98.66,6588,6.13,1,1
64.89,97.77,1179,4.8,0,0
86.49,96.78,10714,7.22,0,0
75.21,100.0,3111,7.0,0,1
81.98,96.98,4533,6.17,0,1
56.54,99.18,11450,5.94,2,1
45.99,100.0,7012,5.12,2,0
83.83,99.06,9647,6.87,2,0
57.39,98.51,1957,6.79,1,0
98.6,100.0,1895,7.75,1,1
106.77,98.34,3353,5.57,1,0
73.48,100.0,12432,4.53,1,0
71.71,97.26,3233,5.99,1,0
70.71,97.01,14401,8.09,2,1
65.46,94.82,7280,4.74,2,0
80.88,95.87,3086,7.86,1,0
76.97,98.1,3738,7.52,0,1
86.79,98.33,2071,5.68,2,1
68.35,98.71,8695,5.37,0,1
84.04,96.66,3081,5.35,2,0
75.21,96.64,6677,6.27,0,1
101.67,98.9,2401,5.74,1,1
40.0,100.0,1292,7.71,0,0
84.38,98.93,5626,7.26,1,1
87.85,97.5,2284,6.24,1,0
102.37,95.68,1506,5.65,1,1
75.34,97.15,10532,7.16,0,1
75.21,97.72,13374,6.58,2,0
80.57,97.92,14398,6.8,1,0
88.31,96.56,5357,7.79,2,0
76.98,97.04,21104,6.42,0,0
76.51,100.0,1151,8.56,2,0
87.57,95.95,7940,3.5,0,0
89.53,96.63,8527,4.53,0,0
51.79,100.0,2323,5.9,1,1
59.72,94.09,20838,6.94,2,0
91.27,97.3,9961,8.38,1,0
66.02,100.0,5447,7.87,2,0
81.6,98.68,7321,7.42,1,1
71.73,95.84,8822,7.24,1,1
75.21,94.95,7125,7.6,0,1
55.98,96.69,16742,5.63,0,0
49.01,96.96,7570,7.28,1,1
97.54,99.04,18830,6.44,1,0
58.16,97.81,4751,6.37,2,0
52.87,100.0,8874,3.98,1,0
70.11,98.52,6993,5.87,2,1
74.56,94.75,5628,6.3,0,0
67.82,95.13,2741,8.83,1,0
75.21,97.24,16387,6.08,0,0
53.68,96.58,2203,6.92,1,1
85.71,97.96,1215,8.56,0,0
52.06,99.57,8714,4.64,0,1
75.34,99.21,5536,5.93,0,1
84.73,100.0,14298,10.2,1,0
78.41,97.31,2360,3.52,1,0
64.44,98.82,17934,7.76,0,1
51.4,98.7,3601,9.87,2,0
81.53,100.0,1681,5.53,0,0
63.65,96.73,5860,6.15,1,0
77.23,98.2,4684,4.06,1,1
57.96,98.62,15356,7.27,2,1
56.96,100.0,2213,9.64,1,1
69.97,96.44,8374,9.06,0,1
55.3,98.96,3427,8.77,1,1
89.83,99.13,3172,5.46,0,0
95.17,97.27,3202,7.14,1,0
86.75,98.48,7137,7.08,2,1
80.24,98.38,5405,7.2,2,1
75.92,98.01,9846,6.44,2,0
59.28,97.36,1162,8.2,0,1
87.41,98.01,3878,5.97,2,1
74.46,96.07,6837,9.73,0,1
62.88,99.73,10783,5.26,1,0
70.03,98.36,3389,7.33,2,0
56.14,97.73,15056,7.18,0,0
70.66,97.89,9314,8.33,1,1
81.49,95.71,6520,8.95,2,0
79.88,98.41,1547,6.0,2,1
78.76,97.58,7762,6.39,1,0
40.0,98.53,12560,6.61,1,0
75.21,97.7,9162,7.22,0,1
75.21,96.97,5987,7.74,1,1
74.87,95.76,8776,6.45,0,1
80.96,93.01,7633,4.71,1,1
59.96,95.14,11025,7.41,1,0
83.79,99.71,7130,6.25,0,1
86.8,96.22,2232,5.65,1,0
53.56,99.11,17117,7.72,0,0
68.24,96.44,8053,8.37,2,0
60.03,99.91,5008,4.95,1,1
83.98,100.0,3193,7.72,0,0
67.67,95.06,2803,7.7,0,1
85.78,99.78,8991,4.99,1,1
51.54,96.71,6539,6.56,1,0
62.58,94.88,1194,7.95,1,1
63.54,98.48,1064,8.51,1,1
43.85,97.88,8053,4.85,1,1
70.88,100.0,2641,8.8,1,1
80.42,97.87,2884,3.67,0,0
75.76,98.34,12491,6.14,0,1
60.68,100.0,1991,8.2,2,0
41.12,98.95,7027,4.67,1,1
63.44,100.0,4054,6.68,0,0
56.0,99.92,5572,6.01,0,0
56.87,95.7,6340,6.44,2,1
63.98,95.89,4246,5.85,2,1
55.96,98.01,5870,6.17,0,0
47.18,98.6,3546,7.49,1,0
70.82,99.65,15877,8.18,1,1
69.82,95.05,9324,6.52,2,1
65.11,96.7,2339,4.69,2,0
71.33,100.0,5419,5.22,2,0
61.92,94.87,1971,4.85,0,1
90.03,97.63,20613,4.53,2,0
72.25,94.2,8049,4.87,1,1
56.1,97.61,2842,4.47,1,0
45.68,97.86,2282,5.29,0,1
90.97,99.1,2904,7.7,0,1
61.31,100.0,9728,6.26,2,0
73.54,98.87,2876,3.93,0,1
95.14,98.79,7235,7.04,0,0
73.88,100.0,1766,6.97,2,0
71.04,96.68,1554,5.37,2,1
91.87,97.62,11970,8.15,0,1
61.95,98.11,19722,6.46,0,1
51.57,96.62,7591,7.2,1,1
85.95,97.28,2602,5.52,1,1
60.32,97.85,4015,5.49,1,1
49.5,98.04,1514,4.62,1,0
60.82,97.17,14887,4.3,2,0
80.16,96.39,3200,10.32,1,0
58.82,98.73,5405,5.79,0,0
87.7,95.53,11173,7.51,1,1
58.43,98.01,12593,4.48,0,0
79.22,95.75,1925,8.7,0,1
72.46,99.24,1104,4.45,1,1
88.76,97.84,14642,7.41,0,1
55.9,97.31,2336,5.35,1,0
77.63,100.0,4573,7.54,2,1
55.56,98.01,4673,5.83,0,1
81.49,99.66,3175,3.78,1,1
82.32,96.55,2156,5.63,1,1
75.21,98.6,6284,5.02,0,0
79.39,99.66,2392,6.6,1,0
68.57,100.0,2372,4.93,1,1
73.74,100.0,9003,7.2,2,0
74.48,98.51,4506,7.79,2,0
90.38,98.6,15105,9.26,2,0
44.3,99.17,4631,7.67,0,1
54.71,98.06,2976,7.05,1,1
81.45,97.43,2021,9.16,1,1
41.53,97.6,1951,6.91,1,0
63.71,100.0,2663,7.42,0,0
70.38,98.74,3133,6.76,1,0
85.04,94.21,5205,6.4,2,1
49.32,96.95,2247,6.25,2,0
85.05,100.0,1084,5.64,1,1
68.89,96.42,7265,5.76,1,1
78.89,98.15,4977,8.09,0,1
66.83,95.11,15006,6.71,2,0
81.85,96.11,4960,6.46,2,0
57.74,98.01,2859,4.36,1,1
75.36,94.61,10578,7.76,0,0
66.46,96.47,4494,5.38,0,0
60.11,100.0,4977,6.37,2,0
67.71,99.63,10445,8.73,2,0
90.9,97.91,3236,7.28,0,1
85.96,93.59,8373,8.53,0,1
97.62,97.78,10320,6.1,0,1
77.64,95.35,13039,7.26,1,1
45.11,99.39,2980,6.7,1,1
61.35,98.51,7265,3.8,2,0
82.67,94.86,14207,7.96,0,1
55.61,100.0,8037,6.17,0,0
73.6,99.25,1323,5.74,1,0
107.39,95.28,11846,9.52,2,1
73.68,96.29,9916,5.3,0,1
96.67,97.76,15380,7.02,0,0
80.21,100.0,8668,6.55,1,1
83.42,97.54,14663,7.53,1,0
61.36,98.37,1238,3.62,0,0
75.21,96.54,11760,7.51,0,0
79.61,95.95,11831,3.65,0,1
75.91,98.34,6685,5.08,2,1
75.21,100.0,18273,7.35,2,1
78.43,95.2,8042,6.84,1,1
79.29,100.0,2908,7.63,2,0
76.7,96.52,9714,7.55,1,0
72.38,95.3,1304,6.45,2,0
62.54,96.42,4446,7.32,0,1
75.7,97.42,11526,8.25,1,1
73.27,100.0,6820,6.63,2,1
61.19,99.86,7115,7.76,2,1
57.07,99.42,4435,4.88,2,1
60.69,98.01,5421,5.8,1,1
74.42,100.0,2250,6.45,2,0
73.7,100.0,3122,7.79,2,1
77.62,100.0,6138,5.2,0,1
75.21,96.16,2289,4.62,0,1
79.83,95.95,7899,7.27,2,0
65.59,100.0,2489,9.1,1,1
61.24,98.03,7116,6.52,0,0
75.88,99.5,13273,6.45,0,0
66.95,99.68,7523,6.96,0,1
58.81,98.15,11100,5.69,2,1
52.89,96.44,1674,6.21,2,1
55.81,94.07,7051,7.08,1,1
73.89,97.8,7283,4.0,2,1
50.77,96.63,11398,3.46,2,0
104.24,99.2,4934,5.21,1,1
104.28,100.0,3300,7.28,2,1
88.28,96.53,5109,4.6,1,0
69.46,95.76,5523,9.25,1,0
67.75,97.86,12063,7.78,2,0
79.45,98.61,1606,7.5,0,0
83.95,99.04,13133,7.78,0,1
79.44,100.0,3186,7.14,1,0
55.34,100.0,9534,7.26,2,1
72.15,98.01,2863,8.36,1,0
83.0,100.0,8638,8.0,0,1
40.0,99.73,11237,6.95,0,1
58.42,99.96,5716,9.39,2,1
82.89,100.0,6764,6.62,1,1
70.32,98.91,8611,5.82,1,1
70.33,98.38,8162,4.28,0,0
91.63,98.66,9098,5.42,1,1
74.19,97.93,13264,8.3,2,1
75.21,97.0,1743,6.45,1,0
70.37,95.62,1692,7.22,2,0
62.48,100.0,13341,4.7,1,1
71.66,96.98,6270,6.07,2,0
70.0,96.77,13505,5.85,1,1
67.26,99.12,9748,5.17,2,0
76.55,97.57,5100,3.52,1,0
78.51,96.83,13567,4.47,0,0
85.53,93.72,2699,5.37,0,1
74.33,100.0,1522,6.6,2,1
80.32,99.35,14669,5.32,1,1
79.91,96.09,4397,3.32,0,1
79.94,96.15,13435,5.11,1,0
89.91,96.95,4107,5.89,2,0
94.67,99.37,6728,7.55,2,0
50.96,96.44,4004,6.63,2,0
84.93,99.33,4732,6.53,0,1
77.52,97.7,20827,8.24,2,0
60.56,98.64,4275,4.16,1,0
90.44,99.32,11145,8.85,0,1
99.38,100.0,4564,6.33,0,0
108.85,100.0,6184,5.91,0,0
59.58,100.0,2519,6.1,1,0
66.33,98.36,9418,7.03,2,0
89.63,98.82,1422,6.92,0,0
40.0,96.08,2489,4.85,0,0
80.75,100.0,13711,7.16,0,0
88.41,98.68,10076,5.18,2,1
82.71,100.0,10497,5.6,0,0
75.21,97.95,2724,7.89,1,0
100.77,96.26,6176,6.81,0,1
72.68,97.32,8481,8.52,1,0
72.86,100.0,5268,8.21,0,0
105.57,97.22,2289,8.19,0,0
84.72,97.63,3171,6.46,2,1
73.56,98.33,9160,10.34,0,1
57.01,99.34,8866,6.8,2,0
62.71,95.36,20205,7.07,1,0
81.61,100.0,4977,6.9,2,0
84.88,97.18,16670,4.53,2,1
83.07,97.26,4840,7.07,2,0
76.2,99.53,4192,5.32,0,1
94.87,97.22,17895,7.47,0,1
96.61,98.62,1633,6.55,2,0
59.21,99.26,6620,7.91,2,1
101.43,98.57,2676,6.31,1,1
93.44,98.9,17275,7.22,2,1
62.2,97.95,1298,3.78,0,0
75.21,94.89,3834,5.3,2,1
78.09,95.61,7576,6.97,2,0
68.17,98.01,1200,5.33,0,0
79.71,99.91,3502,7.59,2,1
76.89,96.72,1685,6.84,2,0
97.45,98.01,3794,6.45,1,1
68.34,96.66,6395,8.54,1,1
85.04,96.82,6676,4.65,0,0
67.72,100.0,5208,5.46,1,0
83.61,99.63,2819,6.97,2,0
76.28,94.38,3113,7.76,1,0
79.74,95.85,8541,3.89,0,1
94.7,97.27,3799,6.22,2,1
69.53,98.87,5956,6.54,2,0
59.44,96.8,2361,7.82,0,0
61.4,99.19,9061,5.16,0,0
58.13,95.86,4977,7.59,0,1
91.06,99.39,1128,9.79,2,1
75.21,94.3,8848,7.69,2,0
72.02,98.61,10810,6.11,0,0
64.64,98.03,2210,7.37,1,1
101.83,97.91,3344,7.3,0,0
68.53,100.0,3401,9.8,2,1
90.63,100.0,7249,8.45,2,1
105.25,96.03,4977,5.32,1,0
67.74,98.56,1866,4.47,0,0
95.06,99.66,1381,6.96,1,0
76.2,97.55,2983,6.55,0,0
73.59,97.84,7170,4.88,2,1
70.66,99.07,6042,6.45,2,1
80.61,98.01,17591,8.83,1,1
78.17,96.7,1590,6.45,0,0
51.41,96.86,3733,6.69,1,1
40.0,96.7,2163,7.43,0,1
70.31,97.26,6179,8.25,2,0
92.43,97.86,2332,6.78,0,0
78.33,96.82,5715,7.03,1,1
55.46,96.22,12127,5.9,2,0
48.39,96.27,5604,6.26,1,1
75.21,97.96,12746,5.55,0,1
50.2,94.94,6615,4.95,2,0
75.21,99.69,14297,4.69,0,0
75.21,100.0,18656,5.21,1,1
99.52,100.0,4962,5.1,0,0
65.56,97.33,10946,6.95,2,1
89.09,98.01,4428,7.17,1,1
96.0,96.83,8550,5.87,2,0
75.21,94.15,15732,5.84,2,1
59.04,96.94,15663,5.61,0,0
78.96,96.84,2311,4.14,2,0
57.47,97.1,2330,7.28,0,1
80.73,96.85,3606,9.23,0,1
107.61,98.29,14852,6.22,0,0
71.94,99.23,13695,5.98,1,0
73.58,98.63,2392,6.92,1,0
96.25,96.03,5462,6.96,2,0
75.21,94.45,4512,2.76,1,0
65.74,100.0,7362,7.47,0,1
85.32,99.89,1684,9.31,2,0
91.05,100.0,3362,7.69,1,0
67.35,94.42,20511,7.51,1,0
72.0,95.33,8082,6.76,0,1
61.14,96.74,9679,7.66,2,1
58.73,98.26,20323,7.73,2,0
40.0,96.63,3837,4.74,0,0
69.55,100.0,4502,4.78,2,0
81.98,99.87,3118,4.56,1,1
78.7,99.93,1400,4.23,2,1
62.52,99.36,10178,7.72,0,0
53.57,98.62,16602,7.72,0,0
69.39,100.0,11769,7.17,2,1
63.49,97.52,2488,6.04,1,0
76.94,96.25,6276,5.47,1,1
94.29,100.0,1138,8.21,0,0
59.31,98.01,5410,5.61,0,0
65.93,99.27,5159,9.41,0,0
87.75,97.65,8662,6.39,1,1
82.75,97.85,4977,6.74,1,1
65.43,96.18,2667,5.9,2,1
81.63,97.05,7263,5.99,2,0
74.51,97.95,3097,7.69,0,1
83.66,100.0,4977,4.32,0,1
73.86,93.82,3796,5.45,0,0
75.21,96.09,19265,5.76,0,0
76.12,99.61,11610,6.0,1,0
66.24,96.95,2636,4.97,1,1
45.94,97.68,5090,7.71,0,1
98.28,98.01,2293,7.07,1,1
75.51,94.98,10349,6.2,0,0
74.98,95.23,2217,4.59,0,1
63.81,95.22,10337,8.47,2,0
92.83,95.48,5015,8.14,0,0
65.0,99.68,11892,4.13,1,1
70.86,96.72,3746,7.2,0,0
78.69,100.0,11806,6.31,0,0
65.33,99.76,5407,6.34,0,1
70.56,98.01,4463,5.57,2,0
46.79,95.54,5644,7.91,0,1
77.26,97.36,6629,6.51,2,1
96.57,99.12,4977,6.44,2,1
83.29,98.53,6520,6.45,2,1
92.3,96.67,9760,7.42,2,1
82.36,96.97,15448,4.53,0,1
60.61,100.0,5215,9.5,2,1
63.28,98.98,1685,6.68,2,0
40.52,100.0,11914,4.65,1,0
71.75,96.25,16480,6.2,1,0
51.33,98.73,1826,6.45,0,0
94.41,99.59,14360,7.14,1,0
73.46,98.6,4637,9.85,2,0
61.55,97.13,1296,9.3,2,0
51.26,100.0,7255,6.8,0,0
99.92,100.0,4291,5.33,1,0
68.95,96.8,1763,7.61,1,1
88.94,96.48,3147,6.81,2,0
71.86,100.0,1271,7.62,0,0
71.52,97.68,11996,4.68,1,1
69.02,99.76,2176,6.3,2,0
75.92,98.73,8343,9.37,0,0
99.13,97.65,5226,7.23,1,1
109.18,98.76,5133,8.25,1,0
56.96,100.0,10648,9.52,0,1
81.89,99.59,6732,4.73,2,0
78.14,96.05,1219,10.4,1,1
82.96,96.3,1746,7.96,2,0
68.25,99.52,5493,8.24,0,0
83.16,98.01,13064,5.49,1,1
54.3,98.73,1156,7.59,2,1
75.21,99.64,5101,6.72,2,0
85.95,95.9,1463,7.01,0,1
52.97,97.89,4170,5.72,1,1
96.84,98.25,1241,3.48,2,1
58.35,100.0,7999,6.13,1,0
72.17,97.84,6962,8.38,1,0
72.83,99.97,11517,10.18,2,0
82.1,96.22,5801,8.47,0,1
55.61,94.71,1469,8.1,1,0
93.67,97.39,8964,9.96,1,1
74.45,95.94,1759,7.58,0,1
84.4,96.21,2030,7.44,2,0
78.83,98.62,1129,4.76,2,0
85.52,95.13,10992,6.45,0,0
97.69,96.85,6785,7.74,0,0
83.63,95.87,5200,5.55,1,1
86.49,99.94,5159,8.19,2,0
69.16,97.81,1487,5.96,2,1
75.21,100.0,6180,6.0,2,0
75.21,99.52,6562,7.3,2,0
108.97,99.63,1619,6.48,2,0
81.52,100.0,3220,8.05,0,0
80.67,98.01,1322,5.39,0,0
69.39,98.45,4897,5.27,2,1
98.83,93.94,6558,6.41,2,0
63.02,98.46,7864,9.41,1,0
81.11,95.15,1833,6.44,1,0
76.33,98.85,9187,6.55,2,0
75.21,98.22,5208,5.52,0,0
65.01,97.74,4025,5.34,2,0
77.5,98.11,7306,7.52,2,1
60.31,100.0,5220,8.37,2,0
58.41,98.35,11337,7.8,2,0
68.0,98.01,3863,4.31,2,0
80.43,96.78,5109,7.52,2,1
72.97,98.19,3459,5.1,1,0
71.14,95.99,5613,3.67,1,1
96.04,98.01,3390,8.54,0,0
76.24,97.41,7732,7.57,1,1
59.79,98.12,19514,5.18,2,1
95.47,100.0,10647,5.24,0,0
55.5,99.3,7009,3.43,0,0
72.04,97.41,3852,6.19,2,0
61.11,96.98,2021,4.96,2,0
92.03,95.28,2214,3.95,0,0
91.71,97.42,3908,5.37,0,0
101.63,98.59,6588,5.7,0,1
85.18,98.74,6748,5.19,2,1
77.82,98.41,2247,6.22,2,0
68.87,96.62,1414,5.78,2,1
70.44,100.0,6509,8.53,0,0
40.0,96.65,2453,4.95,1,1
88.01,100.0,1513,5.56,1,1
60.78,100.0,8073,5.54,1,1
85.34,96.84,10798,6.61,2,0
68.27,98.5,3653,5.14,1,0
58.34,100.0,3593,8.11,1,0
95.83,97.9,5317,5.42,0,0
99.17,97.82,4977,7.29,1,0
90.0,99.52,7486,5.24,2,1
78.98,96.54,8677,6.77,1,0
77.04,98.02,1585,8.26,1,1
91.3,93.67,8917,6.65,1,1
73.11,100.0,4877,6.34,2,0
94.76,100.0,12019,6.45,1,0
60.56,97.97,1706,7.04,2,1
89.72,96.16,5063,5.24,0,1
94.28,96.06,1645,5.12,1,1
58.53,99.17,2357,9.92,2,0
62.41,96.19,12495,5.39,1,0
74.33,95.59,8148,5.45,2,0
81.35,95.27,9126,6.54,0,0
76.38,98.49,9133,4.64,1,1
44.01,100.0,4732,6.08,1,1
86.47,96.69,4302,4.49,2,1
97.81,96.61,13364,7.73,1,1
83.61,96.28,1367,6.12,0,1
75.21,98.91,11778,9.45,2,0
59.79,100.0,18449,5.23,2,1
62.8,97.67,1289,6.83,0,1
63.47,99.07,6797,10.46,1,0
74.43,99.25,2188,6.99,2,1
50.83,100.0,3930,5.16,1,0
75.21,96.26,1307,6.63,1,0
79.0,99.28,8522,6.68,2,0
87.97,97.97,6069,8.35,2,1
77.32,98.16,5803,7.54,1,0
75.46,98.88,1992,6.34,1,0
84.56,99.25,4977,5.47,2,1
60.42,99.93,6936,7.29,0,0
63.01,99.12,11982,4.62,0,0
100.15,96.8,3329,4.97,0,0
86.04,98.98,8970,4.5,0,1
59.87,98.9,3016,6.45,2,0
103.48,97.97,8853,4.95,1,1
68.55,96.15,18190,7.07,2,1
81.37,96.34,1683,6.65,1,1
74.69,100.0,5552,5.83,0,0
68.4,99.98,12058,7.05,2,0
94.47,98.17,6778,6.97,1,0
84.19,99.14,3649,2.73,0,0
83.87,98.19,7364,3.88,1,0
73.34,99.85,3689,7.91,2,0
75.21,94.16,1449,5.16,2,1
79.61,99.48,4718,5.92,1,1
75.66,96.88,6307,3.0,1,1
78.14,98.89,4141,6.71,0,1
83.74,95.98,1901,8.62,1,0
102.3,100.0,9020,6.25,1,0
93.16,98.01,5317,4.82,0,1
78.26,97.38,2599,8.17,2,1
77.47,97.83,2532,6.68,1,1
96.7,97.95,2918,4.33,2,0
101.19,98.31,8595,5.12,2,0
62.27,96.41,2747,5.71,2,1
55.61,98.5,8333,5.52,0,1
79.24,95.51,2607,6.6,0,1
81.62,99.1,1139,6.3,1,0
88.4,100.0,6487,5.48,0,0
54.2,100.0,4270,6.39,1,1
101.29,100.0,1187,9.41,0,1
59.58,94.56,8358,5.06,2,1
73.55,96.62,19843,5.91,2,1
68.34,98.27,13564,6.61,1,0
63.22,100.0,2163,7.55,0,1
61.74,97.34,1599,4.77,2,0
57.15,100.0,1187,6.01,1,0
81.02,97.1,13714,6.43,0,1
95.74,98.01,5064,7.24,0,1
62.39,99.44,3854,4.41,2,1
63.77,96.83,1119,9.09,2,1
81.63,97.63,3796,7.91,2,1
83.58,97.8,6324,4.14,2,0
75.23,94.52,6335,8.67,0,0
59.01,98.0,12161,5.75,1,0
40.0,97.6,4994,6.81,2,1
83.36,98.57,4481,6.64,0,1
89.73,99.57,2554,4.43,2,1
68.46,97.92,1391,8.04,1,1
65.12,99.57,2721,6.93,2,0
90.09,95.44,4977,3.97,1,1
60.98,97.66,5292,6.06,0,0
84.68,99.5,10360,8.21,2,0
45.09,100.0,7944,7.75,0,1
69.85,98.01,6540,5.47,2,0
99.59,100.0,2897,5.09,0,0
64.72,97.69,1726,6.2,2,1
71.44,99.37,5789,6.9,1,1
75.12,98.01,20321,7.4,2,1
63.11,97.6,4375,6.67,1,0
86.38,100.0,11379,4.47,0,0
64.29,100.0,1150,7.64,1,1
67.2,95.81,2918,10.14,1,0
89.2,99.18,17662,5.87,0,0
77.38,100.0,5767,5.19,2,1
70.38,97.32,1160,6.34,1,0
74.86,100.0,8183,9.36,1,0
80.01,97.39,6563,7.38,2,1
65.21,95.34,1282,6.16,1,0
66.39,96.67,16428,5.18,1,0
77.27,98.01,5015,6.71,0,1
99.09,96.41,5259,5.82,0,1
62.96,100.0,14308,5.47,1,0
96.0,98.01,1026,5.89,1,0
61.83,99.88,1310,6.01,2,0
83.16,100.0,1825,6.74,2,0
93.23,98.42,6017,5.27,0,0
47.53,98.92,10682,2.64,2,1
54.71,94.73,3675,4.04,0,0
79.26,99.35,10252,6.06,0,0
69.2,96.03,10531,9.04,0,0
63.22,100.0,2140,9.93,0,0
90.74,100.0,12141,6.25,2,1
69.42,99.06,3637,7.18,2,1
74.75,96.94,12788,6.14,0,0
75.21,94.7,5550,5.66,0,0
73.71,100.0,8719,7.57,2,1
61.88,100.0,5718,8.45,1,0
100.43,96.86,3034,5.83,2,0
82.39,97.84,1462,5.93,0,0
73.44,99.95,7823,7.52,0,0
72.86,97.99,9112,8.52,2,0
76.25,99.97,6977,5.26,0,1
54.77,96.64,2879,6.02,0,0
84.9,98.41,4064,8.7,0,0
60.22,99.37,8654,6.44,2,0
69.69,97.35,7548,5.31,2,0
75.5,97.83,10380,6.75,2,0
63.57,100.0,1931,6.51,0,1
67.87,95.63,2168,6.43,0,1
75.21,98.6,2992,6.48,1,0
72.5,98.92,1718,6.75,2,0
58.92,96.3,12257,8.77,2,1
89.74,97.59,6819,7.59,1,1
70.34,99.16,1283,4.94,2,1
66.64,98.55,3616,6.92,1,1
72.15,96.37,4995,7.02,0,1
81.08,98.84,1794,4.28,1,0
83.09,96.57,2040,6.72,1,1
72.73,97.5,6159,5.65,1,1
74.41,95.55,8155,4.25,1,0
40.0,93.41,4430,8.31,1,0
68.22,99.24,19899,6.08,2,1
96.46,97.07,9128,6.1,0,0
81.73,96.46,15563,7.82,1,0
58.9,100.0,4519,8.04,1,0
66.05,98.79,6276,6.45,1,0
91.05,98.19,11936,4.98,1,1
89.53,95.33,5383,5.09,1,1
63.28,99.1,5873,8.45,2,1
57.99,97.93,3191,7.95,1,0
66.15,96.27,4923,7.13,2,1
64.47,95.01,4361,3.88,0,1
80.49,98.01,1101,7.79,1,0
95.24,98.45,9659,6.46,2,0
74.1,98.01,12132,5.8,0,1
59.18,97.43,3945,7.44,2,0
78.12,99.06,10093,7.99,0,1
78.14,97.79,6091,5.89,0,0
72.17,95.19,2084,4.71,2,1
102.89,99.0,18013,6.45,1,1
78.66,96.7,8352,6.18,1,1
83.61,98.29,14745,3.62,0,0
41.37,97.25,2313,5.87,2,0
60.56,95.17,17368,7.17,0,0
82.71,98.69,3175,6.38,1,1
88.91,98.76,1624,4.58,0,0
67.91,98.04,1445,4.55,2,0
71.16,97.28,15802,8.35,1,1
82.47,98.95,12334,6.09,1,0
66.41,97.96,10072,8.58,0,0
87.79,96.05,4565,6.45,2,0
67.77,99.47,3875,6.3,2,1
56.48,97.82,6560,5.74,1,1
47.9,97.53,7526,6.71,1,1
84.87,98.01,5048,7.55,2,0
95.07,99.81,14646,8.05,0,0
73.56,95.76,8908,4.29,1,0
89.13,97.66,3969,6.21,2,0
78.73,95.42,1690,5.24,0,0
105.39,97.85,7652,5.95,0,0
58.4,99.63,1576,7.48,2,0
81.42,99.54,5960,5.64,1,0
61.31,98.01,3507,6.64,2,0
70.88,94.47,14613,7.64,0,1
50.99,96.53,7264,7.62,2,0
40.0,95.36,7293,7.42,1,1
57.01,98.21,10854,8.56,1,0
69.18,100.0,2862,6.36,2,0
