User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
3793,106.04,95.5,16967,4.79,active,10
1891,63.43,98.2,16693,9.3,sedentary,6
1374,88.0,98.97,2996,3.95,active,2
4079,79.91,97.64,14496,5.99,active,6
3033,89.57,99.82,6158,6.01,sedentary,7
2364,67.44,98.75,4575,5.53,highly active,8
1128,54.23,100.0,10418,5.22,active,8
2799,75.21,95.16,7876,5.41,active,10
3716,85.21,99.21,11658,6.42,sedentary,1
4423,75.26,97.45,21172,6.96,active,3
2381,78.23,95.32,14449,5.71,active,10
1516,100.88,96.02,540,5.7,sedentary,8
2518,74.64,99.49,13281,4.94,highly active,6
1085,67.01,99.89,10647,6.75,highly active,2
2198,81.6,99.54,18296,6.57,highly active,4
4873,49.26,98.2,9417,7.07,sedentary,3
4264,49.23,97.54,14717,5.69,highly active,7
3358,72.99,97.63,71,5.13,sedentary,3
3474,75.21,96.04,13977,5.17,highly active,1
2993,82.89,100.0,18575,5.56,sedentary,9
4485,73.85,98.09,15,4.66,highly active,3
3161,76.24,93.57,17147,4.74,active,6
4216,75.21,95.5,12371,5.68,highly active,3
2021,87.74,97.17,17894,5.24,active,10
4719,86.89,98.42,1362,7.7,highly active,10
1302,89.86,98.02,10517,6.54,active,5
3791,89.17,96.61,4678,8.4,active,6
4952,75.81,100.0,2085,8.41,sedentary,5
1587,64.53,99.5,9879,6.52,active,1
1986,72.49,97.93,4487,3.49,active,9
2863,76.75,94.87,16110,7.1,active,1
1344,64.89,97.39,8682,8.22,sedentary,3
1813,99.45,97.25,1048,7.45,active,9
2987,99.52,94.64,2020,7.02,highly active,7
3848,73.2,99.04,2150,6.13,highly active,5
4072,90.46,98.38,2951,4.73,active,5
4218,83.4,96.06,7685,7.44,active,8
2310,67.55,98.5,15732,6.21,highly active,9
2999,81.18,99.96,6304,6.97,highly active,3
2677,63.39,99.02,9754,5.62,active,4
4124,61.8,96.83,2666,9.5,active,3
2327,82.15,100.0,5173,6.86,highly active,8
4673,72.67,100.0,5108,4.4,highly active,10
4291,67.07,94.41,2847,7.43,sedentary,9
2009,88.84,95.67,1957,5.63,highly active,6
1703,74.62,97.01,2057,5.83,sedentary,4
4232,72.31,97.75,11501,6.06,sedentary,7
1028,90.82,96.16,518,6.58,active,9
2112,81.47,99.4,657,4.99,active,9
1687,62.5,98.95,8111,7.0,highly active,5
3828,102.52,95.1,4277,4.66,sedentary,4
3632,61.39,97.91,14870,5.84,active,3
4828,63.94,98.5,13874,6.45,sedentary,3
3636,75.21,97.62,9864,6.48,active,9
1044,97.46,97.86,11823,4.04,sedentary,9
4018,55.64,99.66,10713,7.35,highly active,1
2347,76.45,98.01,5239,7.54,sedentary,8
4681,54.49,99.89,2152,7.16,highly active,2
4452,112.27,98.0,10837,6.16,sedentary,8
4173,79.31,97.01,2676,6.13,highly active,8
1493,87.02,97.88,1965,6.34,active,3
2667,69.45,98.01,1318,7.38,active,8
2637,102.09,97.31,6906,6.3,highly active,6
1018,67.46,97.24,1943,7.06,highly active,5
4525,62.12,96.0,3288,8.47,sedentary,5
2317,75.21,100.0,8642,5.05,active,1
4665,88.2,96.38,11053,6.22,sedentary,6
3444,106.93,95.57,2645,5.21,active,4
2000,99.21,98.87,12951,5.91,active,7
4350,92.93,94.23,417,6.35,active,4
2388,64.4,95.77,3775,4.06,sedentary,5
2354,61.83,98.88,2750,4.54,highly active,5
4712,72.74,97.62,18009,7.17,highly active,1
2367,46.3,96.23,994,5.5,highly active,6
1821,95.48,97.65,3099,6.17,active,9
1454,59.63,98.88,3112,6.57,active,3
2624,57.78,97.1,3865,7.86,active,9
3772,68.91,97.26,13202,6.07,sedentary,2
4136,84.66,98.83,6269,4.8,highly active,3
1710,82.52,98.16,13012,5.03,sedentary,1
1916,66.76,100.0,1557,6.69,sedentary,3
4986,64.24,94.59,5585,6.15,active,3
3875,62.97,99.1,1684,5.87,highly active,2
3652,58.77,98.96,2513,6.9,sedentary,3
2496,68.69,96.53,8105,5.9,highly active,4
2440,76.01,96.19,1426,5.88,highly active,7
1304,54.25,100.0,666,4.92,active,9
1735,65.37,98.01,5308,7.26,highly active,10
4568,77.37,100.0,6,6.44,active,1
3338,75.52,95.97,6571,5.78,active,8
2963,40.0,97.83,16212,4.94,active,9
3149,84.5,96.86,1477,10.01,highly active,9
4338,66.41,98.68,17369,5.36,active,4
3914,48.98,96.5,8518,5.78,active,4
4693,63.09,96.48,3368,6.03,sedentary,4
2526,93.0,99.21,9873,6.77,active,7
3889,58.6,100.0,7650,5.84,sedentary,8
1961,69.63,98.01,1184,9.27,sedentary,2
4848,77.41,97.05,8012,5.52,sedentary,1
2026,77.93,97.9,6573,7.56,highly active,5
3132,73.48,93.92,428,6.13,sedentary,3
3375,81.06,98.95,2036,8.53,sedentary,8
3863,102.8,97.97,3414,6.94,active,8
2473,104.44,97.8,1368,6.14,sedentary,2
3501,79.71,96.69,12343,5.55,sedentary,7
3676,77.45,97.05,1679,6.45,highly active,8
4292,66.5,95.92,2330,6.06,highly active,3
2177,77.01,99.85,8581,7.17,active,10
1664,53.37,100.0,5253,7.26,sedentary,1
1011,64.32,96.77,777,7.84,highly active,5
2156,86.8,95.97,18478,5.33,sedentary,9
1303,83.07,96.49,6611,7.17,sedentary,5
4364,73.09,96.05,2509,6.45,highly active,8
4022,81.28,97.06,4710,6.64,active,5
4371,97.59,98.01,4855,7.18,sedentary,5
2763,69.22,100.0,5217,7.07,sedentary,10
3830,53.47,94.82,4814,7.33,sedentary,7
1042,84.41,99.89,5775,4.76,sedentary,3
1943,83.04,97.99,3498,9.57,active,8
3390,86.4,93.74,1106,6.65,highly active,5
2349,57.04,95.48,7646,7.32,active,4
4885,52.5,99.01,11007,6.63,sedentary,9
3545,78.97,96.29,12872,7.92,active,2
1890,69.64,97.74,3629,4.54,sedentary,4
2004,74.85,95.45,452,7.22,active,1
1020,93.47,99.29,10777,5.98,active,10
1406,88.17,100.0,943,5.49,highly active,5
3666,58.65,96.05,12186,7.02,active,8
2014,61.7,99.56,7807,5.11,active,5
1335,55.77,96.95,9037,7.97,sedentary,10
4188,76.47,97.34,19633,7.25,active,10
2147,95.25,98.01,2540,4.76,sedentary,10
3446,83.93,98.01,3292,8.53,active,3
3840,55.53,99.83,3660,7.2,sedentary,10
2827,68.07,97.13,1394,7.42,highly active,1
1714,43.34,93.93,3359,4.56,highly active,1
1788,78.02,98.74,518,5.56,highly active,5
1140,74.74,96.69,280,7.63,sedentary,7
1469,80.34,98.01,5995,5.59,highly active,6
1786,72.66,95.99,9329,7.06,active,9
2825,84.27,100.0,1716,5.26,sedentary,5
2357,63.41,98.38,4899,7.4,sedentary,3
2916,64.04,99.72,14441,4.82,sedentary,1
1963,55.61,100.0,10040,7.39,sedentary,2
4055,74.51,100.0,1846,9.75,highly active,10
1372,58.41,98.42,2850,6.45,active,8
4635,96.79,97.43,2554,5.51,active,2
3541,68.54,96.75,8898,8.21,highly active,3
2692,57.97,98.92,2300,4.75,active,2
3798,77.03,99.41,6212,7.01,sedentary,4
4215,66.43,98.0,2824,7.8,highly active,4
2443,83.5,93.28,806,4.44,highly active,1
3717,76.74,96.79,4200,5.34,highly active,9
2681,68.29,99.69,2060,7.8,active,2
1001,65.11,96.0,225,6.11,sedentary,9
3691,75.13,99.92,5878,6.4,sedentary,9
3137,95.11,99.32,8446,7.23,sedentary,6
4416,77.8,99.37,6778,8.8,sedentary,6
1349,69.95,97.59,1125,7.03,active,4
4530,68.78,98.24,1309,9.44,active,1
2286,100.53,98.33,6892,7.6,sedentary,8
4422,87.37,98.01,10592,6.05,highly active,6
4179,89.68,99.67,6610,7.84,active,1
4657,86.21,95.39,5913,7.46,active,3
2062,74.25,96.67,9591,8.24,sedentary,9
3206,52.98,94.05,9208,6.67,sedentary,8
4654,98.26,98.29,3707,5.78,highly active,5
4006,86.13,100.0,7847,6.7,sedentary,5
3359,82.29,96.47,2248,4.28,sedentary,5
4312,63.65,98.83,1035,6.26,sedentary,6
1444,88.96,98.25,4977,4.73,highly active,8
1951,64.43,98.03,1535,7.75,sedentary,3
1035,64.89,100.0,3162,6.97,active,5
2107,59.5,98.75,10252,6.26,highly active,1
2475,83.22,99.73,4187,6.07,highly active,7
4957,73.53,99.62,1717,8.3,sedentary,6
2798,106.84,100.0,1516,7.98,sedentary,6
2845,51.99,96.07,3668,4.91,highly active,3
2408,61.94,95.52,5829,6.88,highly active,1
2195,75.18,100.0,3487,6.99,highly active,10
2399,84.98,98.33,16445,6.19,sedentary,2
2708,84.3,100.0,26,4.45,sedentary,3
2385,76.27,93.61,3599,3.42,sedentary,9
3606,80.29,97.86,9506,6.76,sedentary,3
3188,90.74,99.79,3106,5.71,sedentary,4
3934,66.66,98.01,7837,7.53,highly active,10
4989,68.36,98.01,6078,7.12,active,5
4189,85.34,98.84,1575,5.61,active,8
2300,98.59,94.43,7996,7.84,highly active,1
3773,65.49,98.57,2009,7.29,highly active,1
2243,78.62,98.59,10724,5.77,highly active,10
4976,69.32,96.86,14064,8.78,highly active,10
4097,83.32,98.6,4556,7.23,sedentary,5
1520,50.38,98.5,389,5.33,highly active,6
2806,69.81,100.0,9358,3.42,active,2
1009,66.39,96.48,4407,6.84,sedentary,2
1983,69.86,96.23,695,5.74,highly active,1
3425,40.0,96.3,2815,6.53,highly active,10
2656,105.37,97.13,2403,6.14,sedentary,6
2660,40.0,94.81,9071,3.2,active,1
3729,75.21,97.48,3862,6.06,active,7
3631,55.59,98.07,6190,4.85,highly active,7
3199,56.33,100.0,4867,5.74,highly active,9
1719,77.07,97.75,9018,5.63,active,9
2072,85.37,100.0,8862,6.6,active,5
4225,58.87,99.66,4169,6.95,active,9
1858,58.38,98.28,1015,7.19,sedentary,2
2316,75.21,97.72,3668,2.9,active,6
2603,78.22,99.07,1221,8.63,sedentary,3
3711,94.33,96.94,20990,6.48,highly active,5
3578,57.69,99.17,4270,5.26,sedentary,3
4683,83.13,97.82,196,6.94,active,10
4131,98.17,99.09,3286,3.76,active,2
4238,76.03,100.0,15782,8.82,active,3
4273,48.14,97.28,2377,5.96,sedentary,5
3904,81.0,94.03,6809,7.25,sedentary,9
1145,71.31,98.01,1422,5.3,active,6
1914,74.38,95.85,12207,8.99,active,1
4040,75.77,95.98,6683,2.55,highly active,10
3289,65.07,100.0,3330,4.74,sedentary,7
1580,70.79,100.0,8595,6.4,highly active,4
3734,91.85,98.72,4556,8.84,active,3
4179,90.02,97.07,12096,7.72,highly active,8
2249,99.45,95.02,5098,6.55,active,1
1630,67.63,97.98,6539,7.56,highly active,5
3708,96.87,99.1,469,5.16,highly active,1
1661,104.89,97.35,9174,7.6,highly active,1
4503,71.07,99.07,12006,6.45,sedentary,8
3852,79.07,96.35,1013,6.46,sedentary,9
4726,80.27,98.01,7960,7.0,active,8
1987,78.71,97.64,2027,5.06,active,2
4526,95.47,96.31,6156,8.46,sedentary,6
4231,47.99,99.84,2247,8.37,sedentary,3
2546,65.17,97.28,10423,5.55,active,4
1649,84.58,97.24,6083,9.14,active,4
1968,67.56,95.74,3911,6.24,sedentary,6
3637,79.3,100.0,205,7.35,sedentary,3
2100,91.3,100.0,4977,5.81,sedentary,2
1440,79.16,96.26,11411,5.83,active,6
4325,97.34,99.36,3481,6.74,highly active,5
1920,77.13,98.81,13238,2.57,sedentary,8
1769,75.21,97.18,1220,5.79,highly active,7
2343,51.85,97.82,1843,6.45,active,7
2826,59.95,99.18,2838,3.66,sedentary,1
1262,75.07,98.46,649,7.65,sedentary,4
4668,75.38,98.74,4106,5.92,sedentary,3
4729,78.44,98.52,4657,3.77,highly active,7
4906,102.55,99.46,853,7.4,sedentary,7
2577,86.27,96.88,3899,8.13,sedentary,4
4445,87.07,98.32,1538,6.3,sedentary,1
3684,102.42,96.56,14567,4.24,highly active,10
4238,69.65,96.7,4983,3.67,active,7
3506,93.34,95.15,2923,5.26,sedentary,8
1998,82.29,99.34,2923,9.06,sedentary,1
4351,74.33,100.0,2894,6.19,highly active,3
3349,72.42,99.13,10735,5.58,highly active,3
4602,73.49,100.0,2326,8.11,sedentary,10
2603,74.96,98.8,2377,7.33,sedentary,5
2241,70.54,97.41,336,6.57,sedentary,2
3601,86.2,99.8,15218,6.51,highly active,1
3335,66.53,100.0,2422,6.73,active,6
2190,88.54,100.0,5149,6.21,highly active,9
3668,55.93,97.82,4614,6.65,highly active,5
2005,82.56,96.72,642,6.05,sedentary,10
1743,73.74,97.73,841,6.1,highly active,9
2764,75.86,98.01,3985,7.0,active,1
1352,71.5,99.85,643,5.41,active,5
4747,67.39,97.5,6222,7.13,highly active,4
2922,75.01,99.95,351,7.74,active,4
1072,66.81,100.0,6930,7.01,active,9
3695,92.09,97.74,8598,5.66,sedentary,2
2376,43.46,98.33,5921,6.64,highly active,10
2914,72.98,98.73,4437,6.73,sedentary,10
2093,46.49,97.44,439,6.8,sedentary,2
3472,75.21,98.23,79,8.74,highly active,10
4046,66.35,97.3,4977,4.76,sedentary,10
1707,95.09,100.0,10325,6.81,active,3
2804,92.31,97.57,7294,5.9,highly active,7
3608,76.09,95.5,936,4.63,sedentary,8
3875,75.96,95.67,8151,4.61,highly active,7
4713,90.56,96.32,5988,7.82,highly active,1
1955,91.97,97.1,1276,4.39,sedentary,4
3564,66.38,99.75,9854,6.95,active,7
3475,85.09,99.62,12416,6.7,active,9
4610,60.65,99.79,1852,5.21,active,10
1159,69.16,98.03,7072,7.75,active,2
3196,75.21,99.99,3325,4.73,active,4
3823,65.13,97.51,421,5.68,active,10
4301,69.68,94.33,13830,4.86,highly active,3
2735,50.12,99.9,12032,7.65,sedentary,7
2585,81.76,96.63,2678,6.45,highly active,7
1066,61.76,97.57,5307,6.87,sedentary,3
4061,62.68,97.27,5027,10.31,sedentary,2
2582,95.33,99.04,1367,7.17,highly active,5
3428,64.69,98.32,1102,7.45,sedentary,2
1057,86.29,97.54,13017,8.01,sedentary,6
4330,91.49,100.0,14140,5.49,sedentary,3
4909,71.26,97.53,528,5.05,sedentary,4
2153,68.59,99.62,16789,4.52,highly active,5
2195,48.58,99.78,10460,5.23,highly active,2
3817,86.58,96.8,3052,6.78,sedentary,7
2232,82.15,98.17,14262,3.78,active,8
4874,40.0,97.61,2301,7.48,highly active,7
3401,72.34,96.13,1070,6.47,sedentary,8
2494,84.44,98.44,12113,6.39,highly active,6
2821,94.3,100.0,1503,6.59,active,2
1115,79.48,100.0,16648,6.53,active,6
4335,77.91,100.0,6338,7.28,highly active,6
1661,64.82,98.01,5673,4.92,highly active,5
4883,80.68,96.13,10464,7.25,active,4
2465,71.45,95.01,116,4.81,sedentary,7
4619,64.06,100.0,8751,9.66,sedentary,2
3500,57.64,99.65,6387,6.34,sedentary,10
2868,60.81,96.89,5193,6.77,active,9
4548,79.87,96.48,1715,9.16,highly active,3
3334,54.18,100.0,12380,5.34,active,8
4374,70.59,99.95,2019,6.48,active,3
2016,94.62,100.0,4710,6.45,active,3
1310,53.49,99.12,1204,5.04,highly active,6
3665,83.21,93.88,1514,7.7,active,1
3493,70.63,97.25,11379,7.35,sedentary,4
3717,84.33,100.0,2136,5.84,highly active,10
1632,72.18,96.86,2070,5.74,highly active,3
3102,86.93,98.44,3833,7.96,active,8
3959,58.98,100.0,13088,6.49,active,7
4083,103.34,99.75,8143,5.2,highly active,7
1656,75.21,96.07,14370,8.11,sedentary,6
2423,41.55,95.65,338,6.29,sedentary,8
4719,66.34,99.48,561,6.61,sedentary,5
4027,96.49,98.71,8937,9.62,sedentary,2
3562,90.13,99.01,1625,6.19,sedentary,1
2679,58.69,97.26,12865,3.49,highly active,1
4613,83.63,96.22,13881,6.16,highly active,7
1236,64.49,98.88,5609,6.9,highly active,5
4350,83.07,96.8,3609,7.19,highly active,2
1347,75.69,96.82,11037,7.71,highly active,8
3674,64.06,97.27,14502,5.63,sedentary,6
4175,54.95,99.57,9382,8.85,active,1
1629,78.45,96.6,16619,7.95,highly active,7
2540,81.96,96.42,6894,6.7,highly active,7
3003,72.63,96.1,7770,5.46,sedentary,2
4943,63.39,97.69,5938,9.39,active,7
1363,58.56,97.71,7446,5.76,highly active,6
3368,86.04,98.01,5765,8.6,sedentary,6
4704,42.61,98.01,9197,6.83,sedentary,10
1285,89.28,97.34,19051,8.76,sedentary,7
1148,73.86,96.18,3268,5.24,active,6
2107,82.82,97.14,3707,6.2,active,3
3453,84.3,96.87,106,8.57,sedentary,1
4025,76.76,97.82,5241,5.5,highly active,3
1455,69.15,97.1,986,6.12,active,6
2766,91.59,98.45,8811,2.39,highly active,2
1799,75.21,97.78,10585,7.12,sedentary,3
2184,94.53,96.75,8979,8.23,highly active,3
2012,58.15,100.0,5537,5.12,sedentary,7
3831,70.12,98.96,5348,7.17,sedentary,7
3507,96.47,97.58,7280,5.69,sedentary,1
4621,108.44,96.92,5663,4.24,sedentary,5
2523,77.73,99.83,9712,6.01,sedentary,6
3785,54.68,96.26,15745,5.64,highly active,5
3556,87.81,100.0,5377,6.69,active,8
4725,74.41,95.13,818,6.04,sedentary,5
4875,59.07,100.0,983,8.51,active,6
1480,78.29,97.16,3300,5.66,highly active,4
2686,55.35,95.4,4800,6.31,highly active,3
3796,61.2,97.38,4219,6.42,active,1
2601,45.48,96.87,1021,5.7,active,10
3408,50.07,98.71,1928,6.58,active,6
1340,65.89,98.57,9268,7.29,sedentary,6
3010,93.81,98.17,1442,3.32,sedentary,5
3808,96.41,95.35,2899,7.26,highly active,10
4016,52.32,97.65,3022,5.49,sedentary,5
3496,71.63,98.28,1769,8.24,sedentary,2
2866,65.85,96.98,1597,7.9,sedentary,10
1834,73.41,99.28,988,7.89,sedentary,10
2203,96.16,99.54,16664,5.62,sedentary,8
2725,77.42,96.73,7336,4.41,highly active,6
2689,108.17,94.19,2089,8.25,sedentary,7
4267,51.53,96.26,6236,3.49,highly active,6
4537,67.88,97.47,8363,8.56,highly active,1
1310,83.57,98.28,2041,7.03,highly active,2
1261,79.0,97.73,2984,6.7,highly active,5
2442,90.73,96.32,2403,5.27,sedentary,8
1405,69.24,98.01,642,8.02,sedentary,8
3190,78.09,100.0,3420,5.81,active,3
1341,63.66,100.0,5339,5.8,active,2
4172,75.63,96.03,3773,5.38,highly active,2
1489,96.17,99.83,6881,3.38,active,1
1011,55.78,100.0,15236,8.84,active,8
4310,98.47,100.0,17337,6.31,highly active,9
1041,72.65,94.82,2202,5.05,sedentary,1
3725,87.62,95.58,3950,5.63,sedentary,1
1593,67.38,99.35,4977,5.61,highly active,1
2452,95.42,98.12,4202,7.7,sedentary,3
2826,76.49,96.61,2434,6.1,highly active,5
4229,88.32,94.03,830,6.65,active,6
4287,65.54,99.77,12766,6.1,sedentary,2
2693,79.23,95.69,7834,8.24,sedentary,7
1133,79.62,96.0,4829,6.3,sedentary,2
4138,83.42,97.11,2810,5.08,highly active,3
4919,63.6,96.67,2143,6.45,highly active,4
1947,63.68,96.66,2596,6.97,highly active,4
1072,67.61,97.3,1413,6.17,sedentary,10
1398,71.93,96.24,135,6.45,highly active,7
2428,48.73,98.03,974,5.64,sedentary,9
4746,75.4,98.53,15549,5.84,highly active,7
3625,73.39,99.41,8287,6.89,highly active,10
1129,80.12,99.44,2704,7.89,highly active,1
3978,87.39,94.46,6823,7.66,highly active,5
4537,79.73,97.95,8614,7.35,sedentary,8
4277,86.79,96.21,2766,5.55,sedentary,3
2811,67.1,98.02,9024,7.36,highly active,2
4839,76.11,98.42,2459,6.37,sedentary,5
1265,77.19,94.79,380,2.55,sedentary,7
2560,40.0,100.0,1901,8.24,highly active,1
2985,61.19,100.0,6764,9.09,sedentary,1
1792,90.04,96.75,6397,6.84,active,5
3300,63.26,95.77,4959,4.13,active,3
3869,71.3,100.0,2027,6.17,highly active,3
2312,74.22,100.0,4115,6.61,sedentary,6
1163,54.89,99.5,1088,6.52,sedentary,1
1094,98.7,95.55,7600,10.31,active,8
2805,74.53,100.0,14236,6.13,highly active,7
3880,62.15,96.26,4361,5.63,sedentary,7
2133,84.73,97.63,1676,6.74,sedentary,5
3383,70.55,100.0,12317,6.29,sedentary,6
1821,75.88,97.18,2628,5.38,sedentary,8
1237,96.13,98.47,6309,3.86,active,8
3428,66.88,100.0,548,7.6,highly active,7
4507,92.14,95.58,8859,5.2,active,1
3946,69.87,100.0,4322,4.99,active,10
3530,76.02,98.01,3853,5.28,highly active,4
2960,79.55,97.86,19115,4.31,sedentary,8
2048,59.75,96.45,118,7.28,highly active,10
4188,91.82,94.04,86,7.56,highly active,6
3529,84.4,99.03,5373,7.15,highly active,3
4463,83.97,98.91,7028,7.38,active,9
4041,85.33,100.0,7958,7.97,sedentary,4
1963,80.37,96.71,11666,6.76,active,5
1536,87.94,95.52,10285,5.1,sedentary,1
2603,83.95,100.0,8438,3.86,highly active,3
4244,67.75,99.68,7104,7.92,sedentary,2
2979,85.43,97.66,1957,5.66,sedentary,6
4083,56.11,97.46,961,6.62,highly active,5
4871,69.98,96.87,9750,5.07,highly active,9
1091,84.78,97.72,9688,6.71,sedentary,6
2251,58.74,99.18,1276,5.96,active,1
1542,54.48,97.35,1986,6.53,sedentary,5
1845,48.81,94.9,6169,6.02,active,9
4603,57.9,100.0,223,5.16,highly active,9
2681,62.27,95.26,7716,4.82,highly active,1
4036,60.37,98.03,1095,9.57,highly active,9
2851,67.99,98.32,3733,6.05,highly active,3
3494,87.52,100.0,2701,7.01,active,2
1389,72.01,96.11,787,4.11,active,3
3719,85.69,98.09,6052,3.32,highly active,9
2884,75.21,98.36,3137,5.49,highly active,5
1042,69.26,95.73,4977,7.81,active,5
3949,60.93,98.6,4114,6.54,highly active,6
4201,81.64,97.13,6245,5.69,active,5
2083,72.28,97.38,978,7.14,active,4
3710,101.6,96.55,6156,5.67,active,4
3514,75.21,100.0,2517,8.56,highly active,10
3334,59.41,97.75,2104,8.63,highly active,7
4058,79.45,96.4,11109,5.63,active,2
2540,72.36,93.67,4414,5.33,sedentary,5
4538,75.21,100.0,3322,6.39,sedentary,7
2953,74.07,98.15,11737,7.14,active,2
3825,72.89,100.0,16882,6.09,highly active,10
3392,64.98,100.0,2649,8.07,highly active,1
1641,70.96,98.75,361,6.9,highly active,9
3429,52.05,99.83,5446,8.13,sedentary,7
4850,92.97,100.0,8790,4.82,sedentary,4
1689,94.05,95.92,6203,5.61,sedentary,4
2276,89.06,99.79,8154,7.3,sedentary,3
2950,75.21,98.57,7283,6.58,highly active,6
2486,82.49,99.72,14065,5.72,sedentary,8
1456,60.73,96.08,989,6.63,highly active,10
1982,92.05,99.1,4218,8.64,active,1
3130,40.0,98.57,4245,3.49,sedentary,4
2122,59.03,100.0,18685,6.34,active,5
1148,93.7,99.74,2774,4.87,highly active,8
2352,91.1,96.39,6668,6.27,sedentary,3
2179,83.47,100.0,15864,4.04,sedentary,9
1189,103.73,97.3,363,5.62,sedentary,1
4565,75.15,97.19,14758,6.1,highly active,10
1882,84.47,99.92,10135,6.49,highly active,4
3310,75.21,99.31,1631,9.31,active,7
4151,70.2,97.5,2756,5.28,sedentary,3
1399,76.65,100.0,2603,4.51,highly active,7
3811,61.25,96.44,1750,6.45,sedentary,2
2795,82.5,98.73,1275,6.01,highly active,8
2638,68.48,97.29,1849,5.09,active,1
2575,63.19,99.6,2401,6.36,sedentary,1
3832,86.15,93.93,19416,5.53,active,1
3148,96.96,95.92,6881,3.89,highly active,10
2382,88.38,99.15,1673,7.43,active,9
2403,62.83,99.77,11407,7.49,active,3
1819,85.02,96.73,17936,5.02,sedentary,6
4292,71.16,100.0,3616,5.69,sedentary,5
1819,91.94,98.01,1328,9.28,active,9
1419,78.32,99.04,2596,7.17,sedentary,10
1123,52.88,97.72,1713,6.5,highly active,1
1421,71.37,94.99,1574,8.93,sedentary,8
4302,75.21,100.0,1310,4.07,highly active,8
4761,75.21,96.88,14615,6.45,sedentary,3
4134,70.13,98.01,628,6.75,highly active,8
2508,79.11,97.24,3733,7.76,active,9
4699,88.62,97.15,103,3.93,sedentary,10
2597,93.19,97.05,8591,7.69,highly active,2
3530,105.72,98.01,346,6.81,active,7
3566,57.86,98.93,1027,7.93,highly active,10
3202,93.77,97.43,10821,6.04,sedentary,5
2549,89.03,100.0,11204,7.38,highly active,7
2764,95.01,97.56,12862,4.43,sedentary,7
3044,71.29,99.1,418,9.6,sedentary,3
3645,77.14,98.49,13079,9.24,active,10
4716,71.25,99.27,4628,6.72,sedentary,2
1509,58.32,100.0,4271,8.82,sedentary,2
2206,77.56,97.51,17,6.01,highly active,3
1385,72.53,98.01,6777,6.3,active,9
2597,46.93,100.0,7794,6.24,highly active,5
4802,91.64,97.05,10948,5.13,highly active,4
3452,77.22,96.65,2761,2.98,active,4
3293,64.5,98.01,959,6.04,highly active,6
1741,79.99,99.88,4056,8.45,sedentary,7
4662,67.14,99.69,3149,6.91,active,1
3708,78.02,96.68,9792,7.72,highly active,6
3697,95.81,97.72,1824,7.09,active,6
4542,80.98,97.99,1040,5.23,highly active,3
4897,67.69,97.41,4061,6.87,highly active,4
2911,75.21,98.33,6921,6.0,active,6
2446,64.28,97.38,2309,4.91,sedentary,1
1900,87.18,98.01,850,6.45,active,10
3112,74.15,96.02,4047,4.54,active,1
3009,61.0,100.0,8633,7.55,active,10
1241,83.98,99.85,10508,6.87,active,1
3540,62.87,96.61,1592,3.24,active,5
4284,68.88,97.99,3286,6.32,sedentary,8
4764,56.64,99.41,6497,4.75,active,10
3385,60.97,99.43,9715,6.38,highly active,2
3020,88.44,97.76,1275,6.21,active,4
1172,90.72,95.97,4282,5.22,sedentary,6
1671,91.37,100.0,1243,8.26,active,7
1163,91.42,98.56,7023,7.93,active,3
1464,69.69,100.0,10353,6.45,sedentary,3
4042,84.98,97.78,12541,8.86,sedentary,3
1496,90.79,98.4,9226,4.78,sedentary,10
1699,61.91,100.0,1213,9.0,active,7
3442,77.91,98.48,12338,6.18,sedentary,1
1702,73.09,95.4,2849,5.9,sedentary,9
2940,46.93,95.11,4977,8.73,active,9
3355,79.88,94.56,2022,6.25,highly active,9
2791,64.28,96.25,4519,8.15,highly active,3
1182,90.77,97.16,6015,4.55,highly active,1
